taxonomic_group	taxon_primer_hits	taxon_primer_misses	taxon_total_observed	total_filtered_seqs	fraction_total_filtered_sequences_mismatched	fraction_taxon_mismatched
d:Bacteria,p:Nitrospirae,c:BMS9AB35,o:uncultured_bacterium_GR-296.I.52		0	0	134751	0	0
d:Bacteria,p:Nitrospirae,c:BMS9AB35,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Nitrospirae,c:661256,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Nitrospirae,c:4-29-1,o:uncultured_Nitrospirae_bacterium		0	0	134751	0	0
d:Bacteria,p:Nitrospirae,c:4-29-1,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_proteobacterium		0	0	134751	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_prokaryote	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_Nitrospinaceae_bacterium		0	0	134751	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_delta_proteobacterium	32.0000	0	32.0	134751	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_bacterium	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Nitrospinae,c:MT5B39,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Modulibacteria,c:Moduliflexia,o:Moduliflexales	3.0000	0	3.0	134751	0	0
d:Bacteria,p:MAT-CR-M4-B07,c:uncultured_organism,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:unidentified_marine_bacterioplankton,o:unidentified_marine_bacterioplankton		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_organism,o:uncultured_organism	4.0000	0	4.0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_Marinimicrobia_bacterium_HF4000_22B16,o:uncultured_Marinimicrobia_bacterium_HF4000_22B16		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_marine_microorganism,o:uncultured_marine_microorganism		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_Fibrobacteres/Acidobacteria_group_bacterium,o:uncultured_Fibrobacteres/Acidobacteria_group_bacterium		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_eubacterium_OCS307,o:uncultured_eubacterium_OCS307		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_eubacterium_OCS146,o:uncultured_eubacterium_OCS146		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_delta_proteobacterium,o:uncultured_delta_proteobacterium		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_Deferribacteres_bacterium,o:uncultured_Deferribacteres_bacterium		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_bacterium_HF0500_01L02,o:uncultured_bacterium_HF0500_01L02		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_bacterium_FPPU_33B15,o:uncultured_bacterium_FPPU_33B15	132.0000	0	132.0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_bacterium_FGYC_13M19,o:uncultured_bacterium_FGYC_13M19	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:metagenome,o:metagenome	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Marinimicrobia_bacterium_TCS57,o:Marinimicrobia_bacterium_TCS57		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Marinimicrobia_bacterium_SCGC_AAA160-I06,o:Marinimicrobia_bacterium_SCGC_AAA160-I06		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Marinimicrobia_bacterium_SCGC_AAA003-L08,o:Marinimicrobia_bacterium_SCGC_AAA003-L08		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Marinimicrobia_bacterium_SCGC_AAA003-E22,o:Marinimicrobia_bacterium_SCGC_AAA003-E22		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Marinimicrobia_bacterium_JGI_0000113-D11,o:Marinimicrobia_bacterium_JGI_0000113-D11		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:hypersaline_lake_metagenome,o:hypersaline_lake_metagenome	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:hydrothermal_vent_metagenome,o:hydrothermal_vent_metagenome		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Candidatus_Marinimicrobia_bacterium_CG1_02_48_14,o:Candidatus_Marinimicrobia_bacterium_CG1_02_48_14		0	0	134751	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Alteromonas_macleodii,o:Alteromonas_macleodii		0	0	134751	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_prokaryote,o:uncultured_prokaryote	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_organism,o:uncultured_organism	5.0000	0	5.0	134751	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_marine_cyanobacterium,o:uncultured_marine_cyanobacterium	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_marine_bacterium,o:uncultured_marine_bacterium	5.0000	0	5.0	134751	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_Gram-positive_bacterium,o:uncultured_Gram-positive_bacterium		0	0	134751	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_Candidatus_Marinimicrobia_bacterium,o:uncultured_Candidatus_Marinimicrobia_bacterium		0	0	134751	0	0
d:Bacteria,p:Margulisbacteria,c:marine_metagenome,o:marine_metagenome	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Margulisbacteria,c:Candidatus_Margulisbacteria_bacterium_GWF2_35_9,o:Candidatus_Margulisbacteria_bacterium_GWF2_35_9	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Lentisphaerae,c:Oligosphaeria,o:SS1-B-02-17	7.0000	0	7.0	134751	0	0
d:Bacteria,p:Lentisphaerae,c:Oligosphaeria,o:Oligosphaerales	109.0000	0	109.0	134751	0	0
d:Bacteria,p:Lentisphaerae,c:Lentisphaeria,o:Lentisphaerales	59.0000	0	59.0	134751	0	0
d:Bacteria,p:LCP-89,c:uncultured_organism,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:LCP-89,c:uncultured_Deferribacteres_bacterium,o:uncultured_Deferribacteres_bacterium		0	0	134751	0	0
d:Bacteria,p:LCP-89,c:uncultured_candidate_division_KSB1_bacterium,o:uncultured_candidate_division_KSB1_bacterium		0	0	134751	0	0
d:Bacteria,p:LCP-89,c:Calditrichaeota_bacterium_AABM5.125.24,o:Calditrichaeota_bacterium_AABM5.125.24		0	0	134751	0	0
d:Bacteria,p:Latescibacteria,c:uncultured_Verrucomicrobia_bacterium,o:uncultured_Verrucomicrobia_bacterium		0	0	134751	0	0
d:Bacteria,p:Latescibacteria,c:uncultured_proteobacterium,o:uncultured_proteobacterium		0	0	134751	0	0
d:Bacteria,p:Latescibacteria,c:uncultured_prokaryote,o:uncultured_prokaryote		0	0	134751	0	0
d:Bacteria,p:Latescibacteria,c:uncultured_planctomycete,o:uncultured_planctomycete		0	0	134751	0	0
d:Bacteria,p:Latescibacteria,c:uncultured_Latescibacteria_bacterium,o:uncultured_Latescibacteria_bacterium		0	0	134751	0	0
d:Bacteria,p:Latescibacteria,c:uncultured_Bacteroidetes_bacterium,o:uncultured_Bacteroidetes_bacterium		0	0	134751	0	0
d:Bacteria,p:Latescibacteria,c:uncultured_bacterium,o:uncultured_bacterium	22.0000	0	22.0	134751	0	0
d:Bacteria,p:Latescibacteria,c:Latescibacteria_bacterium_DG_63,o:Latescibacteria_bacterium_DG_63		0	0	134751	0	0
d:Bacteria,p:Kiritimatiellaeota,c:Kiritimatiellae,o:WCHB1-41	33.0000	0	33.0	134751	0	0
d:Bacteria,p:Kiritimatiellaeota,c:Kiritimatiellae,o:Kiritimatiellales	14.0000	0	14.0	134751	0	0
d:Bacteria,p:Kiritimatiellaeota,c:Kiritimatiellae,o:113B434		0	0	134751	0	0
d:Bacteria,p:Hydrogenedentes,c:Hydrogenedentia,o:Hydrogenedentiales	4.0000	0	4.0	134751	0	0
d:Bacteria,p:Halanaerobiaeota,c:Halanaerobiia,o:Halanaerobiales	5.0000	0	5.0	134751	0	0
d:Bacteria,p:GN01,c:uncultured_bacterium,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:S0134_terrestrial_group,o:uncultured_soil_bacterium		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:S0134_terrestrial_group,o:uncultured_Gemmatimonadetes_bacterium		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:S0134_terrestrial_group,o:uncultured_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:S0134_terrestrial_group,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:PAUC43f_marine_benthic_group,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:MD2902-B12,o:uncultured_bacterium	9.0000	0	9.0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:Longimicrobia,o:Longimicrobiales	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_sediment_bacterium		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_organism	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_marine_microorganism		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_marine_bacterium_Ant4D5		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_Gemmatimonadetes_bacterium	98.0000	0	98.0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_bacterium_AD254-A9		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_actinobacterium_HF0500_01C15		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:uncultured_actinobacterium		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:Sulfitobacter_sp._Gp-4-5.2.1-voll		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:BD2-11_terrestrial_group,o:Gemmatimonadetes_bacterium_SCGC_AAA240-J22		0	0	134751	0	0
d:Bacteria,p:Gemmatimonadetes,c:AKAU4049,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Fusobacteria,c:Fusobacteriia,o:Fusobacteriales	9.0000	0	9.0	134751	0	0
d:Bacteria,p:Firmicutes,c:uncultured,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Firmicutes,c:Negativicutes,o:Selenomonadales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Firmicutes,c:Limnochordia,o:Limnochordales		0	0	134751	0	0
d:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Firmicutes,c:Clostridia,o:MBA03	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Firmicutes,c:Clostridia,o:M55-D21		0	0	134751	0	0
d:Bacteria,p:Firmicutes,c:Clostridia,o:DTU014	5.0000	0	5.0	134751	0	0
d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridia_Incertae_Sedis		0	0	134751	0	0
d:Bacteria,p:Firmicutes,c:Clostridia,o:B55-F-B-G02		0	0	134751	0	0
d:Bacteria,p:Firestonebacteria,c:Candidatus_Firestonebacteria_bacterium_RIFOXYA2_FULL_40_8,o:Candidatus_Firestonebacteria_bacterium_RIFOXYA2_FULL_40_8	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Fibrobacteres,c:Chitinivibrionia,o:uncultured		0	0	134751	0	0
d:Bacteria,p:Fibrobacteres,c:Chitinivibrionia,o:Chitinivibrionia_Incertae_Sedis		0	0	134751	0	0
d:Bacteria,p:Fervidibacteria,c:uncultured_bacterium,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:FCPU426,c:uncultured_Syntrophaceae_bacterium,o:uncultured_Syntrophaceae_bacterium		0	0	134751	0	0
d:Bacteria,p:FCPU426,c:uncultured_bacterium,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:FBP,c:uncultured_bacterium,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:FBP,c:Armatimonadetes_bacterium_CG2_30_66_41,o:Armatimonadetes_bacterium_CG2_30_66_41		0	0	134751	0	0
d:Bacteria,p:FBP,c:Armatimonadetes_bacterium_CG2_30_59_28,o:Armatimonadetes_bacterium_CG2_30_59_28		0	0	134751	0	0
d:Bacteria,p:Epsilonbacteraeota,c:Desulfurellia,o:Desulfurellales		0	0	134751	0	0
d:Bacteria,p:Entotheonellaeota,c:Entotheonellia,o:Entotheonellales	28.0000	0	28.0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Rs-M47,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Rs-M47,o:uncultured_delta_proteobacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Rs-M47,o:uncultured_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIc,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIc,o:Elusimicrobia_bacterium_RIFOXYA2_FULL_39_19		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIb,o:uncultured_soil_bacterium		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIb,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIb,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIb,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIa,o:uncultured_soil_bacterium		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIa,o:uncultured_Elusimicrobia_bacterium		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIa,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIa,o:uncultured_actinobacterium		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Lineage_IIa,o:Elusimicrobia_bacterium_RIFCSPLOWO2_01_FULL_59_12		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Endomicrobia,o:Endomicrobiales		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:MVP-88		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:MD2894-B20		0	0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:Elusimicrobiales	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Elusimicrobia,c:4-29,o:uncultured_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Edwardsbacteria,c:uncultured_bacterium,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Desantisbacteria,c:uncultured_bacterium,o:uncultured_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Desantisbacteria,c:Candidatus_Desantisbacteria_bacterium_CG1_02_49_89,o:Candidatus_Desantisbacteria_bacterium_CG1_02_49_89		0	0	134751	0	0
d:Bacteria,p:Deinococcus-Thermus,c:Deinococci,o:Thermales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Deinococcus-Thermus,c:Deinococci,o:Deinococcales		0	0	134751	0	0
d:Bacteria,p:Deferribacteres,c:Deferribacteres,o:Deferribacterales		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:SM2F09,o:uncultured		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:SM1D11,o:uncultured		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:SHA-109,o:uncultured		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Sericytochromatia,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Sericytochromatia,o:metagenome	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Thermosynechococcales		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Synechococcales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:SepB-3		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:RD011		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Phormidesmiales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Oxyphotobacteria_Incertae_Sedis	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Nostocales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Limnotrichales		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Leptolyngbyales		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Gloeobacterales		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Oxyphotobacteria,o:Eurycoccales		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:MLE1-12,o:uncultured		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:ML635J-21,o:uncultured		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Melainabacteria,o:Vampirovibrionales		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Melainabacteria,o:Obscuribacterales		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Melainabacteria,o:Gastranaerophilales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Melainabacteria,o:Caenarcaniphilales	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Cyanobacteria,o:uncultured		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Cyanobacteria,o:Synechococcus		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Cyanobacteria,o:SubsectionV		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Cyanobacteria,o:SubsectionIV		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Cyanobacteria,o:SubsectionIII		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Cyanobacteria,o:SubsectionII		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:Cyanobacteria,o:SubsectionI		0	0	134751	0	0
d:Bacteria,p:Cyanobacteria,c:4C0d-2,o:uncultured		0	0	134751	0	0
d:Bacteria,p:Coprothermobacteraeota,c:Coprothermobacteria,o:Coprothermobacterales		0	0	134751	0	0
d:Bacteria,p:Cloacimonetes,c:Cloacimonadia,o:MSBL2		0	0	134751	0	0
d:Bacteria,p:Cloacimonetes,c:Cloacimonadia,o:Cloacimonadales	69.0000	0	69.0	134751	0	0
d:Bacteria,p:CK-2C2-2,c:uncultured_organism,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:CK-2C2-2,c:uncultured_delta_proteobacterium,o:uncultured_delta_proteobacterium	7.0000	0	7.0	134751	0	0
d:Bacteria,p:CK-2C2-2,c:uncultured_bacterium,o:uncultured_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Chloroflexi,c:TK17,o:uncultured_Chloroflexi_bacterium		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:TK10,o:uncultured_Chloroflexi_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Chloroflexi,c:TK10,o:marine_metagenome	5.0000	0	5.0	134751	0	0
d:Bacteria,p:Chloroflexi,c:SL56_marine_group,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:SHA-26,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:P2-11E,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:OLB14,o:uncultured_Chloroflexi_bacterium		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:N9D0,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:MVP-21		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:Ktedonobacterales		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:C0119		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:KD4-96,o:uncultured_soil_bacterium		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:JG30-KF-CM66,o:uncultured_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Chloroflexi,c:JG30-KF-CM66,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:JG30-KF-CM66,o:marine_metagenome		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Gitt-GS-136,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:vadinBA26		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:t0.6.f		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:SPG12-461-471-B8		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:Sh765B-TzT-20	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:Sh765B-AG-111		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:SAR202_clade	276.0000	0	276.0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:S085		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:RBG-13-46-9		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:Napoli-4B-65		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:JdFR-54		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:H3.93		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:GIF9	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:GIF3		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:FW22	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:FS117-23B-02		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:DscP2		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:Dehalococcoidales		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Kallotenuales		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Chloroflexales		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:uncultured	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Thermoflexales		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SJA-15	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:MSB-5B2		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:KZNMV-5-B42		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:C10-SB1A		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:ADurb.Bin180		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:1-20		0	0	134751	0	0
d:Bacteria,p:Chloroflexi,c:AD3,o:uncultured_Chloroflexi_bacterium		0	0	134751	0	0
d:Bacteria,p:Chlamydiae,c:LD1-PA32,o:uncultured_Verrucomicrobia_bacterium		0	0	134751	0	0
d:Bacteria,p:Chlamydiae,c:LD1-PA32,o:uncultured_sediment_bacterium		0	0	134751	0	0
d:Bacteria,p:Chlamydiae,c:LD1-PA32,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Chlamydiae,c:LD1-PA32,o:uncultured_bacterium	3.0000	0	3.0	134751	0	0
d:Bacteria,p:Chlamydiae,c:LD1-PA32,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Calditrichaeota,c:Calditrichia,o:Calditrichales	8.0000	0	8.0	134751	0	0
d:Bacteria,p:Caldiserica,c:Caldisericia,o:Caldisericales		0	0	134751	0	0
d:Bacteria,p:BRC1,c:uncultured_soil_bacterium_PBS-III-29,o:uncultured_soil_bacterium_PBS-III-29		0	0	134751	0	0
d:Bacteria,p:BRC1,c:uncultured_organism,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:BRC1,c:uncultured_Flaviramulus_sp.,o:uncultured_Flaviramulus_sp.		0	0	134751	0	0
d:Bacteria,p:BRC1,c:uncultured_delta_proteobacterium,o:uncultured_delta_proteobacterium		0	0	134751	0	0
d:Bacteria,p:BRC1,c:uncultured_bacterium,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:BRC1,c:metagenome,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Bacteroidetes,c:Rhodothermia,o:Balneolales	24.0000	0	24.0	134751	0	0
d:Bacteria,p:Bacteroidetes,c:OC31,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:SJA-28		0	0	134751	0	0
d:Bacteria,p:Bacteroidetes,c:Ignavibacteria,o:OPB56		0	0	134751	0	0
d:Bacteria,p:Bacteroidetes,c:Chlorobia,o:Chlorobiales		0	0	134751	0	0
d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Sphingobacteriales	58.0000	0	58.0	134751	0	0
d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:SM1A07		0	0	134751	0	0
d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:ML602M-17		0	0	134751	0	0
d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidetes_VC2.1_Bac22	1376.0000	0	1376.0	134751	0	0
d:Bacteria,p:Atribacteria,c:JS1,o:uncultured_organism	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Atribacteria,c:JS1,o:uncultured_microorganism		0	0	134751	0	0
d:Bacteria,p:Atribacteria,c:JS1,o:uncultured_candidate_division_JS1_bacterium		0	0	134751	0	0
