taxonomic_group	taxon_primer_hits	taxon_primer_misses	taxon_total_observed	total_filtered_seqs	fraction_total_filtered_sequences_mismatched	fraction_taxon_mismatched
d:Bacteria,p:Planctomycetes,c:SPG12-343-353-B69,o:uncultured_bacterium	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:SGST604,o:uncultured_organism	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:SGST604,o:uncultured_microorganism	10.0000	0	10.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales	13.0000	0	13.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Pirellulales	38.0000	0	38.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Isosphaerales	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Gemmatales		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_soil_bacterium_PBS-114	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_rumen_bacterium		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_prokaryote		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_Planctomycetales_bacterium		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_organism	4.0000	0	4.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_deep-sea_bacterium		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:metagenome		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:unidentified_marine_bacterioplankton		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:unidentified_bacterium_wb1_E15		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:uncultured_deep-sea_bacterium		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:metagenome		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:marine_metagenome		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:hydrothermal_vent_metagenome		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Tepidisphaerales	3.0000	0	3.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Pla1_lineage	14.0000	0	14.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:DG-20	5.0000	0	5.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:CCM11a	6.0000	0	6.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:C86		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:B103G10		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Amsterdam-1B-07	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:unidentified_bacterium_wb1_D18		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_planctomycete	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Planctomycetales_bacterium		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Planctomycetaceae_bacterium	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Planctomyces_sp.		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_organism	10.0000	0	10.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_microorganism		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_deep-sea_bacterium		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Crater_Lake_bacterium_CL500-15		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_bacterium	13.0000	0	13.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:metagenome	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:marine_metagenome		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:hydrothermal_vent_metagenome	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:ODP123,o:uncultured_planctomycete		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:ODP123,o:uncultured_organism		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:ODP123,o:uncultured_bacterium		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_planctomycete		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_Planctomycetales_bacterium	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_Planctomycetaceae_bacterium		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_organism		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_marine_bacterium		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_bacterium		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:028H05-P-BN-P5,o:uncultured_planctomycete		0	0	24945	0	0
d:Bacteria,p:Planctomycetes,c:028H05-P-BN-P5,o:uncultured_bacterium		0	0	24945	0	0
d:Bacteria,p:PAUC34f,c:uncultured_planctomycete,o:uncultured_planctomycete		0	0	24945	0	0
d:Bacteria,p:PAUC34f,c:uncultured_marine_bacterium,o:uncultured_marine_bacterium		0	0	24945	0	0
d:Bacteria,p:PAUC34f,c:uncultured_Deferribacteres_bacterium,o:uncultured_Deferribacteres_bacterium		0	0	24945	0	0
d:Bacteria,p:PAUC34f,c:uncultured_bacterium,o:uncultured_bacterium	3.0000	0	3.0	24945	0	0
d:Bacteria,p:PAUC34f,c:uncultured_bacterium_HF0130_06E03,o:uncultured_bacterium_HF0130_06E03		0	0	24945	0	0
d:Bacteria,p:PAUC34f,c:uncultured_Acidobacteria_bacterium,o:uncultured_Acidobacteria_bacterium		0	0	24945	0	0
d:Bacteria,p:PAUC34f,c:marine_metagenome,o:marine_metagenome		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_Parcubacteria_group_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_Microgenomates_group_bacterium	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_candidate_division_WWE3_bacterium	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_anaerobic_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_alpha_proteobacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:metagenome		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:candidate_division_WWE3_bacterium_RIFOXYC2_FULL_40_11		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:candidate_division_WWE3_bacterium_RIFCSPHIGHO2_02_FULL_38_14		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:candidate_division_WWE3_bacterium_RIFCSPHIGHO2_01_FULL_48_15		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:candidate_division_WWE3_bacterium_RBG_19FT_COMBO_53_11		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:candidate_division_WWE3_bacterium_GW2011_GWD1_43_201		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:candidate_division_WWE3_bacterium_CSP1-7	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_organism		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_marine_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_candidate_division_WS6_bacterium	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_anaerobic_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_alpha_proteobacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:metagenome		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:Chloroflexi_bacterium_RBG_13_46_9	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:candidate_division_WS6_bacterium_OLB21		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:candidate_division_WS6_bacterium_OLB20		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:candidate_division_WS6_bacterium_GW2011_GWF2_39_15		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:candidate_division_WS6_bacterium_GW2011_GWE2_33_157		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:candidate_division_WS6_bacterium_GW2011_GWC2_36_7		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:uncultured,o:uncultured_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:wastewater_metagenome		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:uncultured_Parcubacteria_group_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:uncultured_organism		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:uncultured_Microgenomates_group_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:uncultured_delta_proteobacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Parcubacteria_group_bacterium_GW2011_GWA2_42_35		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:GW2011-GWA2-46-7		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Zambryskibacteria		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Ryanbacteria		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Liptonbacteria		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Jorgensenbacteria_bacterium_GWA1_54_12		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Brennerbacteria		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Adlerbacteria		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:uncultured_sediment_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:uncultured_Microgenomates_group_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:uncultured_candidate_division_WS6_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Woykebacteria	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Roizmanbacteria		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Pacebacteria	6.0000	0	6.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Gottesmanbacteria	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Collierbacteria	3.0000	0	3.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Chisholmbacteria		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Beckwithbacteria	6.0000	0	6.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Amesbacteria		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:candidate_division_CPR3_bacterium_GW2011_GWF2_35_18		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:MD2896-B216,o:uncultured_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Kazania,o:uncultured_organism		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Kazania,o:uncultured_bacterium	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Kazania,o:candidate_division_Kazan_bacterium_RIFCSPHIGHO2_01_FULL_44_14		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Kazania,o:candidate_division_Kazan_bacterium_RBG_13_50_9	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Kazania,o:candidate_division_Kazan_bacterium_GW2011_GWC1_52_13		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_soil_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_sediment_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_proteobacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_prokaryote		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_Microgenomates_group_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_Helicobacter_sp.		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_deep-sea_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_Compostimonas_sp.		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_Clostridium_sp.		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_Candidatus_Gracilibacteria_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:metagenome		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:Candidatus_Peregrinibacteria_bacterium_GW2011_GWA2_47_7		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:bacterium_enrichment_culture_clone_24(2013)		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:CPR2,o:uncultured_Spirochaetes_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:CPR2,o:uncultured_microorganism		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:CPR2,o:uncultured_eubacterium_WCHB1-60		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:CPR2,o:uncultured_Clostridium_sp.		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:CPR2,o:uncultured_bacterium	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:CPR2,o:candidate_division_CPR2_bacterium_GW2011_GWC2_39_35	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:uncultured_soil_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:uncultured_Microgenomates_group_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:uncultured_epsilon_proteobacterium_1025		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:uncultured_candidate_division_WS6_bacterium		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:uncultured_bacterium	6.0000	0	6.0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:Candidatus_Berkelbacteria_bacterium_CG2_30_43_20		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:Candidatus_Berkelbacteria_bacterium_CG2_30_39_44		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:Candidatus_Berkelbacteria_bacterium_CG1_02_42_45		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:Berkelbacteria_bacterium_GW2011_GWE1_39_12		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:Berkelbacteria_bacterium_GW2011_GWA2_35_9		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:ABY1,o:Parcubacteria_group_bacterium_GW2011_GWA2_43_13		0	0	24945	0	0
d:Bacteria,p:Patescibacteria,c:ABY1,o:Candidatus_Komeilibacteria	5.0000	0	5.0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_Verrucomicrobia_bacterium,o:uncultured_Verrucomicrobia_bacterium	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_soil_bacterium,o:uncultured_soil_bacterium		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_sediment_bacterium,o:uncultured_sediment_bacterium		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_planctomycete,o:uncultured_planctomycete		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_organism,o:uncultured_organism	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_Omnitrophica_bacterium,o:uncultured_Omnitrophica_bacterium	19.0000	0	19.0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_Latescibacteria_bacterium,o:uncultured_Latescibacteria_bacterium		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_Firmicutes_bacterium,o:uncultured_Firmicutes_bacterium		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_deep-sea_bacterium,o:uncultured_deep-sea_bacterium	3.0000	0	3.0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:PVC_group_bacterium_(ex_Bugula_neritina_AB1),o:PVC_group_bacterium_(ex_Bugula_neritina_AB1)		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophica_WOR_2_bacterium_RIFOXYA2_FULL_45_12,o:Omnitrophica_WOR_2_bacterium_RIFOXYA2_FULL_45_12		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophica_WOR_2_bacterium_RIFOXYA2_FULL_38_17,o:Omnitrophica_WOR_2_bacterium_RIFOXYA2_FULL_38_17	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophica_WOR_2_bacterium_RIFCSPLOWO2_12_FULL_51_24,o:Omnitrophica_WOR_2_bacterium_RIFCSPLOWO2_12_FULL_51_24		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophica_WOR_2_bacterium_GWF2_63_9,o:Omnitrophica_WOR_2_bacterium_GWF2_63_9		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophica_clone_OPB2,o:Omnitrophica_clone_OPB2	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophia,o:uncultured_organism		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophia,o:uncultured_Omnitrophica_bacterium		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophia,o:uncultured_bacterium	7.0000	0	7.0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophia,o:Omnitrophales	8.0000	0	8.0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:mixed_culture_isolate_koll11,o:mixed_culture_isolate_koll11		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:metagenome,o:metagenome	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:groundwater_metagenome,o:groundwater_metagenome		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:Candidatus_Omnitrophus_magneticus,o:Candidatus_Omnitrophus_magneticus		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:Candidatus_Omnitrophica_bacterium_CG1_02_44_16,o:Candidatus_Omnitrophica_bacterium_CG1_02_44_16		0	0	24945	0	0
d:Bacteria,p:Omnitrophicaeota,c:Candidatus_Omnitrophica_bacterium_4484_70.1,o:Candidatus_Omnitrophica_bacterium_4484_70.1	36.0000	0	36.0	24945	0	0
d:Bacteria,p:Nitrospirae,c:Thermodesulfovibrionia,o:uncultured	49.0000	0	49.0	24945	0	0
d:Bacteria,p:Nitrospirae,c:Thermodesulfovibrionia,o:Thermodesulfovibrionales	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Nitrospirae,c:Thermodesulfovibrionia,o:Magnetobacteriales		0	0	24945	0	0
d:Bacteria,p:Nitrospirae,c:HDB-SIOI1093,o:uncultured_bacterium		0	0	24945	0	0
d:Bacteria,p:Nitrospirae,c:HDB-SIOI1093,o:Nitrospinae_bacterium_RIFCSPLOWO2_01_FULL_39_10	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Nitrospirae,c:BMS9AB35,o:uncultured_delta_proteobacterium_GR-296.I.86		0	0	24945	0	0
d:Bacteria,p:Nitrospirae,c:BMS9AB35,o:uncultured_bacterium_GR-296.I.52	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Nitrospirae,c:BMS9AB35,o:uncultured_bacterium		0	0	24945	0	0
d:Bacteria,p:Nitrospirae,c:661256,o:uncultured_bacterium		0	0	24945	0	0
d:Bacteria,p:Nitrospirae,c:4-29-1,o:uncultured_Nitrospira_sp.		0	0	24945	0	0
d:Bacteria,p:Nitrospirae,c:4-29-1,o:uncultured_bacterium	45.0000	0	45.0	24945	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_soil_bacterium	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_proteobacterium	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_prokaryote		0	0	24945	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_Nitrospina_sp.		0	0	24945	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_Nitrospinaceae_bacterium		0	0	24945	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_delta_proteobacterium		0	0	24945	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:uncultured_bacterium	3.0000	0	3.0	24945	0	0
d:Bacteria,p:Nitrospinae,c:P9X2b3D02,o:Candidatus_Tectomicrobia_bacterium_RIFCSPLOWO2_12_FULL_69_37		0	0	24945	0	0
d:Bacteria,p:Nitrospinae,c:Nitrospinia,o:Nitrospinales	166.0000	0	166.0	24945	0	0
d:Bacteria,p:Nitrospinae,c:MT5B39,o:uncultured_proteobacterium	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Nitrospinae,c:MT5B39,o:uncultured_delta_proteobacterium		0	0	24945	0	0
d:Bacteria,p:Nitrospinae,c:MT5B39,o:uncultured_bacterium		0	0	24945	0	0
d:Bacteria,p:Nitrospinae,c:MT5B39,o:Nitrospinae_bacterium_RIFCSPLOWO2_12_FULL_45_22		0	0	24945	0	0
d:Bacteria,p:Modulibacteria,c:Moduliflexia,o:Moduliflexales	8.0000	0	8.0	24945	0	0
d:Bacteria,p:MAT-CR-M4-B07,c:uncultured_organism,o:uncultured_organism	3.0000	0	3.0	24945	0	0
d:Bacteria,p:MAT-CR-M4-B07,c:uncultured_bacterium,o:uncultured_bacterium	5.0000	0	5.0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_organism,o:uncultured_organism	40.0000	0	40.0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_Marinimicrobia_bacterium_HF4000_22B16,o:uncultured_Marinimicrobia_bacterium_HF4000_22B16		0	0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_marine_bacterium,o:uncultured_marine_bacterium	6.0000	0	6.0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_gamma_proteobacterium,o:uncultured_gamma_proteobacterium		0	0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_eubacterium_OCS146,o:uncultured_eubacterium_OCS146		0	0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_eubacterium_AB16,o:uncultured_eubacterium_AB16	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_Deferribacteres_bacterium,o:uncultured_Deferribacteres_bacterium		0	0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_deep-sea_bacterium,o:uncultured_deep-sea_bacterium		0	0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_Candidatus_Marinimicrobia_bacterium,o:uncultured_Candidatus_Marinimicrobia_bacterium	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_Bacteroidetes/Chlorobi_group_bacterium,o:uncultured_Bacteroidetes/Chlorobi_group_bacterium		0	0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_bacterium,o:uncultured_bacterium	20.0000	0	20.0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:uncultured_bacterium_HF0500_01L02,o:uncultured_bacterium_HF0500_01L02		0	0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:metagenome,o:metagenome	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Marinimicrobia_bacterium_TCS57,o:Marinimicrobia_bacterium_TCS57		0	0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Marinimicrobia_bacterium_SCGC_AAA003-L08,o:Marinimicrobia_bacterium_SCGC_AAA003-L08	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Marinimicrobia_bacterium_JGI_0000039-E15,o:Marinimicrobia_bacterium_JGI_0000039-E15	1.0000	0	1.0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:marine_metagenome,o:marine_metagenome		0	0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:hypersaline_lake_metagenome,o:hypersaline_lake_metagenome		0	0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:hydrothermal_vent_metagenome,o:hydrothermal_vent_metagenome		0	0	24945	0	0
d:Bacteria,p:Marinimicrobia_(SAR406_clade),c:Candidatus_Marinimicrobia_bacterium_CG1_02_48_14,o:Candidatus_Marinimicrobia_bacterium_CG1_02_48_14		0	0	24945	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_prokaryote,o:uncultured_prokaryote		0	0	24945	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_organism,o:uncultured_organism	2.0000	0	2.0	24945	0	0
d:Bacteria,p:Margulisbacteria,c:uncultured_marine_cyanobacterium,o:uncultured_marine_cyanobacterium		0	0	24945	0	0
